step,x,y,z
0,2.6260421817587187,2.6260421817587187,1.5
1,2.6027224286935686,2.6553044502285257,1.502787800380135
2,2.5790443265313585,2.6843257662873823,1.5055726450321543
3,2.555010664825354,2.713101458612504,1.5083545112096226
4,2.5306242965641976,2.741626890780431,1.5111333762399806
5,2.50588813771196,2.7698974621522314,1.5139092175248188
6,2.4808051667356072,2.7979086087524236,1.5166820125401486
7,2.4553784241199694,2.825655804141431,1.5194517388366742
8,2.4296110118703114,2.8531345602813927,1.522218374040059
9,2.403506093002583,2.8803404283951513,1.5249818958511934
10,2.3770668910214603,2.907268999818239,1.5277422820464586
11,2.350296689386264,2.9339159068436858,1.53049951047799
12,2.3231988309648655,2.9602768235594787,1.5332535590739367
13,2.2957767174756802,2.9863474666784944,1.5360044058387219
14,2.268033808917851,3.012123596360735,1.5387520288532996
15,2.2399736229897362,3.0376010170277,1.5414964062754088
16,2.2115997344958105,3.0627755781687234,1.5442375163398279
17,2.1829157747420926,3.087643175139104,1.546975337358625
18,2.153925430920215,3.1121997499498764,1.5497098477214089
19,2.124632445480254,3.1364412920490436,1.5524410258955748
20,2.0950406154924446,3.160363839094124,1.555168850426551
21,2.065153791997896,3.183963477715841,1.557893299938043
22,2.0349758793484423,3.2072363442728,1.5606143531322738
23,2.0045108345357447,3.230178625597004,1.5633319887902253
24,1.9737626665097894,3.2527865597300396,1.5660461857718753
25,1.9427354354869004,3.275056436649792,1.5687569230164335
26,1.9114332522474085,3.2969845989875304,1.571464179542577
27,1.8798602774231128,3.318567442735219,1.5741679344486796
28,1.8480207207746717,3.339801417942906,1.5768681669130449
29,1.8159188404590647,3.3606830294060432,1.5795648561941327
30,1.78355894228727,3.3812088373425944,1.5822579816307858
31,1.7509453789723006,3.4013754580597952,1.5849475226424545
32,1.7180825493677478,3.4211795646104153,1.5876334587294185
33,1.68497489769698,3.4406178874384015,1.590315769473008
34,1.65162691277315,3.4596872150137505,1.5929944345358207
35,1.6180431272101614,3.4783843944564925,1.59566943366194
36,1.5842281166247512,3.4967063321496465,1.5983407466771482
37,1.5501864988298457,3.514649994341024,1.6010083534891397
38,1.5159229330193462,3.5322124077337542,1.603672234087731
39,1.4814421189445086,3.5493906600654053,1.606332368545069
40,1.4467487960820757,3.566181900675585,1.6089887370158387
41,1.4118477427943306,3.582583341061896,1.6116413197374664
42,1.376743775481232,3.5985922554241347,1.6142900970303227
43,1.3414417477248053,3.6142059811966174,1.616935049297923
44,1.3059465494259528,3.6294219195685224,1.6195761570271268
45,1.2702631059338572,3.6442375359921373,1.6222134007883322
46,1.2343963771681519,3.658650360678907,1.6248467612356732
47,1.1983513567340278,3.6726579890831808,1.6274762191072096
48,1.162133071030458,3.6862580823735467,1.630101755225119
49,1.1257465783517113,3.6994483678916694,1.6327233504958845
50,1.0891969679823388,3.712226639598519,1.6353409859104817
51,1.0524893592858087,3.724590758507909,1.6379546425445628
52,1.0156289007869743,3.7365386531072455,1.640564301558639
53,0.9786207692485546,3.748068319765403,1.6431699441982612
54,0.9414701687418139,3.7591778231276343,1.6457715517941975
55,0.9041823297116242,3.7698652964974384,1.64836910576261
56,0.8667625080360966,3.780128942205304,1.6509625876052296
57,0.8292159840809703,3.7899670319642427,1.6535519789095268
58,0.7915480617489463,3.799377907212049,1.6561372613488834
59,0.7537640675241573,3.8083599794402057,1.6587184166827595
60,0.7158693495119622,3.8169117305093665,1.6612954267568603
61,0.6778692764742605,3.8250317129513505,1.6638682735032995
62,0.6397692368605147,3.8327185502575816,1.6664369389407614
63,0.6015746378346789,3.839970937153917,1.6690014051746613
64,0.5632909042982255,3.846787639861794,1.671561654397303
65,0.524923477909466,3.8531674963456566,1.6741176688880344
66,0.4864778160993624,3.8591094165465902,1.6766694310134016
67,0.4479593910840257,3.864612382602128,1.6792169232273004
68,0.40937368887410047,3.869675449052174,1.6817601280711256
69,0.3707262082812321,3.8742977430310037,1.6842990281739192
70,0.33202245992181695,3.8784784644452945,1.6868336062525155
71,0.2932679652182353,3.8822168861381505,1.6893638451116841
72,0.2544682553977659,3.8855123540390863,1.6918897276442721
73,0.21562887048938464,3.888364287299937,1.6944112368313429
74,0.176755358318647,3.890772178416658,1.6969283557423127
75,0.13785327350085708,3.8927355933369996,1.6994410675350868
76,0.09892817643272435,3.8942541715540173,1.7019493554561922
77,0.059985632282711226,3.89532762618541,1.7044532028409078
78,0.021031209980273406,3.895955744038658,1.7069525931133944
79,-0.017929518795803328,3.896138385661948,1.7094475097868207
80,-0.0568909806297673,3.895875485380878,1.711937936463488
81,-0.09584760138176243,3.8951670513209216,1.714423856834953
82,-0.13479380720098372,3.894013165415655,1.716905254682149
83,-0.17372402553892313,3.8924139834007385,1.7193821138755028
84,-0.21263268616250222,3.89036973479365,1.7218544183750524
85,-0.251514222166888,3.8878807228591756,1.72432215223056
86,-0.29036307098778835,3.8849473245606623,1.726785299581626
87,-0.32917367541302367,3.8815699904970398,1.7292438446577965
88,-0.36794048459317114,3.877749244825621,1.731697771778674
89,-0.40665795505107855,3.8734856851706945,1.7341470653540207
90,-0.4453205516900448,3.8687799825179368,1.7365917098838646
91,-0.4839227488004645,3.8636328810946408,1.7390316899585994
92,-0.5224590310647329,3.8580451982358115,1.7414669902590847
93,-0.5609238945602119,3.8520178242361296,1.743897595556744
94,-0.5993118477600515,3.845551722187829,1.7463234907136589
95,-0.6376174125316698,3.83864792780451,1.748744660682664
96,-0.6758351251326865,3.831307549230926,1.7511610905074362
97,-0.7139595372041125,3.8235317668387796,1.7535727653225854
98,-0.751985216760595,3.8153218330085714,1.7559796703537405
99,-0.7899067491775181,3.806679071897539,1.7583817909176345
100,-0.8277187381747619,3.7976048791937376,1.7607791124221877
101,-0.8654158067969204,3.7881007218563068,1.7631716203665877
102,-0.902992598389783,3.7781681378419796,1.7655593003413683
103,-0.9404437775728811,3.767808735817882,1.7679421380284863
104,-0.977764031207907,3.7570241948606853,1.770320119201395
105,-1.0149480693628072,3.745816264142173,1.7726932297251174
106,-1.0519906262713585,3.7341867626012757,1.775061455556316
107,-1.0888864612880325,3.722137578602653,1.7774247827433605
108,-1.1256303598379584,3.7096706695818784,1.779783197426394
109,-1.162217134361792,3.6967880616773074,1.782136685837397
110,-1.1986416252552987,3.6834918493487,1.7844852343002495
111,-1.234898701803467,3.66978419498267,1.7868288292307895
112,-1.27098326310896,3.6556673284850496,1.7891674571368714
113,-1.3068902390147206,3.6411435468602438,1.791501104618422
114,-1.3426145910205447,3.62621521377766,1.7938297583674923
115,-1.3781513131934373,3.61088475912531,1.7961534051683095
116,-1.4134954330715714,3.5951546785506565,1.798472031897327
117,-1.4486420125616648,3.579027532988818,1.8007856255232702
118,-1.4835861488295965,3.5625059481782095,1.8030941731071817
119,-1.5183229751840848,3.545592614163731,1.8053976618024643
120,-1.5528476619532485,3.528290284787591,1.8076960788549226
121,-1.5871554173538747,3.510601777167884,1.8099894116027997
122,-1.6212414883532202,3.4925299711650117,1.8122776474768159
123,-1.6551011615231745,3.474077808836068,1.8145607740002012
124,-1.6887297638866126,3.455248293877293,1.8168387787887292
125,-1.7221226637557652,3.436044491054707,1.819111649550747
126,-1.7552752715624413,3.4164695256230533,1.8213793740872024
127,-1.7881830406799402,3.3965265827331437,1.8236419402916713
128,-1.820841468236479,3.3762189068277553,1.8258993361503808
129,-1.853246095919984,3.3555498010261764,1.8281515497422318
130,-1.8853925107740754,3.334522626497547,1.830398569238818
131,-1.9172763459850948,3.3131408018231037,1.8326403829044446
132,-1.9488932816600093,3.291407802347474,1.8348769790961428
133,-1.9802390455950458,3.2693271595191433,1.8371083462636846
134,-2.011309414034896,3.2469024602202254,1.839334472949593
135,-2.0421002124223406,3.2241373460856875,1.8415553477891526
136,-2.07260731613815,3.20103551281215,1.8437709595104166
137,-2.102826651231105,3.177600709456419,1.8459812969342106
138,-2.132754195137997,3.153836737723878,1.8481863489741381
139,-2.162385977393468,3.1297474512468995,1.8503861046365804
140,-2.1917180803295357,3.1053367548534103,1.8525805530206951
141,-2.2207466397646876,3.080608603825768,1.854769683318414
142,-2.2494678456823785,3.0555670031500957,1.8569534848144373
143,-2.277877942898826,3.0302160067562305,1.8591319468862268
144,-2.3059732317199453,3.004559716748437,1.861305059003997
145,-2.333750068587315,2.9786022826270457,1.8634728107307021
146,-2.3612048667130314,2.952347900501176,1.865635191722025
147,-2.3883340967033293,2.925800812292697,1.86779219172636
148,-2.4151342871708534,2.8989653049316004,1.8699438005847961
149,-2.4416020253354476,2.871845709542938,1.8720900082310972
150,-2.467733957613352,2.8444464006254946,1.8742308046916802
151,-2.4935267901946916,2.8167717952223654,1.8763661800855929
152,-2.5189772896091354,2.7888263520836043,1.8784961246244856
153,-2.5440822832796255,2.760614570821113,1.8806206286125853
154,-2.5688386600640585,2.732140991055947,1.8827396824466658
155,-2.593243370784819,2.7034101915582065,1.884853276616015
156,-2.617293428746058,2.674426789379696,1.886961401702402
157,-2.6409859102386157,2.64519543897952,1.8890640483800392
158,-2.664317955032494,2.6157208313427986,1.8911612074155473
159,-2.6872867668567757,2.5860076930926823,1.8932528696679132
160,-2.7098896138669057,2.5560607855958466,1.8953390260884482
161,-2.732123829099235,2.5258849040616442,1.8974196677207447
162,-2.753986810912745,2.4954848766351097,1.8994947857006292
163,-2.775476023417869,2.4648655634839853,1.9015643712561157
164,-2.7965889968923148,2.4340318558799714,1.9036284157073533
165,-2.817323328183833,2.402988675274374,1.9056869104665763
166,-2.8376766810998255,2.371740972368345,1.9077398470380489
167,-2.8576467867837403,2.340293726177907,1.909787217018009
168,-2.877231444078173,2.3086519430939454,1.9118290120946106
169,-2.896428519874608,2.2768206559373625,1.9138652240478633
170,-2.9152359494497286,2.2448049230095926,1.9158958447495704
171,-2.9336517367882413,2.2126098271386594,1.917920866163264
172,-2.9516739548921445,2.1802404747209785,1.91994028034414
173,-2.9693007460763927,2.1477019947590996,1.9219540794389893
174,-2.9865303222508914,2.114999537895578,1.9239622556861273
175,-3.003360965188782,2.08213827544318,1.925964801415323
176,-3.0197910267809562,2.0491233984116124,1.9279617090477237
177,-3.0358189292767643,2.015960116530983,1.9299529710957792
178,-3.0514431655108636,1.9826536572721771,1.9319385801631646
179,-3.0666622991161754,1.949209264864365,1.9339185289446992
180,-3.081474964722906,1.9156321993098269,1.9358928102262654
181,-3.095879868143604,1.8819277353963042,1.937861416884724
182,-3.109875786544212,1.8481011617070733,1.939824341887829
183,-3.123461568601096,1.8141577796289445,1.9417815782941394
184,-3.136636134644015,1.7801029023583888,1.9437331192529295
185,-3.149398476785016,1.7459418539059908,1.9456789580040972
186,-3.1617476590332316,1.7116799680994346,1.9476190878780704
187,-3.173682817395559,1.6773225875852202,1.9495535022957107
188,-3.1852031599632125,1.6428750628293178,1.9514821947682173
189,-3.196307966984135,1.6083427511169577,1.953405158897026
190,-3.206996590921259,1.5737310155517636,1.9553223883737085
191,-3.2172684564966145,1.5390452240544297,1.9572338769798696
192,-3.227123060721276,1.5042907483611418,1.9591396185870407
193,-3.2365599729111594,1.4694729630219536,1.9610396071565734
194,-3.245578834688658,1.4345972443993107,1.962933836739531
195,-3.2541793599701347,1.3996689696669342,1.964822301476576
196,-3.262361334939277,1.3646935158092601,1.9667049955978588
197,-3.2701246180063253,1.329676258621641,1.9685819134229021
198,-3.2774691397531863,1.2946225717115116,1.9704530493604842
199,-3.2843949028644617,1.2595378255007168,1.9723183979085206
